HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT,Lat,Long,Google Map Link
Mjs Fitness Clinic,Rahim-Yar-Khan,Street 3 Fazilat Town Near Rohi Mart,"Mjs Fitness Clinic, Street # 3, Fazilat Town, Near Rohi Mart, Street # 3, Fazilat Town, Near Rohi Mart, Rahim Yar Khan",-,3027621644,31.4642132,74.38592105,https://www.google.com/maps/search/?api=1&query=Mjs+Fitness+Clinic%2C+Street+%23+3%2C+Fazilat+Town%2C+Near+Rohi+Mart%2C+Street+%23+3%2C+Fazilat+Town%2C+Near+Rohi+Mart%2C+Rahim+Yar+Khan
Al Khidmat Medical Complex Hospital,Rahim-Yar-Khan,Trust Colony,"Al Khidmat Medical Complex Hospital, Near Outfitters, Trust Colony, Rahim Yar Khan",4,685877084,30.185707,67.0003925,https://www.google.com/maps/search/?api=1&query=Al+Khidmat+Medical+Complex+Hospital%2C+Near+Outfitters%2C+Trust+Colony%2C+Rahim+Yar+Khan
Ghazala Dental Clinic,Rahim-Yar-Khan,Trust Colony,"Ghazala Dental Clinic, Colony Road, Trust Colony, Rahim Yar Khan",1,3363450001,32.318771,73.2072071,https://www.google.com/maps/search/?api=1&query=Ghazala+Dental+Clinic%2C+Colony+Road%2C+Trust+Colony%2C+Rahim+Yar+Khan
Mahmood Physiotherapy Clinic,Rahim-Yar-Khan,Trust Colony,"Mahmood Physiotherapy Clinic, 14 Club Road, Near Alfalah Bank, Trust Colony, Rahim Yar Khan",1,3358666767,32.318771,73.2072071,https://www.google.com/maps/search/?api=1&query=Mahmood+Physiotherapy+Clinic%2C+14+Club+Road%2C+Near+Alfalah+Bank%2C+Trust+Colony%2C+Rahim+Yar+Khan
Speech Therapy Clinic,Rahim-Yar-Khan,Trust Colony,"Speech Therapy Clinic, Near Hang Ten Shop, Trust Colony, Rahim Yar Khan",1,3327776295,24.8452815,67.0721293,https://www.google.com/maps/search/?api=1&query=Speech+Therapy+Clinic%2C+Near+Hang+Ten+Shop%2C+Trust+Colony%2C+Rahim+Yar+Khan
Rehman Hopsital Hospital,Rahim-Yar-Khan,Zafar Abad Colony,"Rehman Hopsital Hospital, Thali Chowk By Pass Road Near Thali Chowk, Zafar Abad Colony, Rahim Yar Khan",1,3111222398,28.4602,70.52837,https://www.google.com/maps/search/?api=1&query=Rehman+Hopsital+Hospital%2C+Thali+Chowk+By+Pass+Road+Near+Thali+Chowk%2C+Zafar+Abad+Colony%2C+Rahim+Yar+Khan
Nishtar Chest Care Clinic,Rajan-Pur,Jampur,"Nishtar Chest Care Clinic, Jhvr+4V6, Indus Hwy, Jampur, Jampur, Rajan Pur",1,3316754545,33.027218,71.018632,https://www.google.com/maps/search/?api=1&query=Nishtar+Chest+Care+Clinic%2C+Jhvr%2B4V6%2C+Indus+Hwy%2C+Jampur%2C+Jampur%2C+Rajan+Pur
Ahad Eye Clinic And Optical Center,Rajan-Pur,Kachehri Chowk,"Ahad Eye Clinic And Optical Center, Khan Plaza, Near Dhq Hospital, Kachehri Chowk, Rajan Pur",1,3453082308,24.9168866,66.9627175,https://www.google.com/maps/search/?api=1&query=Ahad+Eye+Clinic+And+Optical+Center%2C+Khan+Plaza%2C+Near+Dhq+Hospital%2C+Kachehri+Chowk%2C+Rajan+Pur
Nazeer Memorial Clinic,Rajan-Pur,Rajanpur,"Nazeer Memorial Clinic, Rana Market Near Gabool Madarsa Thehri Road, Rajanpur, Rajan Pur",2,3346688772,29.1042715,70.3283163,https://www.google.com/maps/search/?api=1&query=Nazeer+Memorial+Clinic%2C+Rana+Market+Near+Gabool+Madarsa+Thehri+Road%2C+Rajanpur%2C+Rajan+Pur
Noor Care Hospital,Rajan-Pur,Rajanpur District,"Noor Care Hospital, Noor Care Hospital Road, N-55, Near Sabzi Mandi Indus, Rajanpur District, Rajan Pur",2,3111444648,33.87132,74.31173,https://www.google.com/maps/search/?api=1&query=Noor+Care+Hospital%2C+Noor+Care+Hospital+Road%2C+N-55%2C+Near+Sabzi+Mandi+Indus%2C+Rajanpur+District%2C+Rajan+Pur
Shaukat Eye Center,Rajan-Pur,Zia Shaheed Rd,"Shaukat Eye Center, Near Shehroz Medical Store, Zia Shaheed Rd, Rajan Pur",1,4232591427,32.542607,74.546849,https://www.google.com/maps/search/?api=1&query=Shaukat+Eye+Center%2C+Near+Shehroz+Medical+Store%2C+Zia+Shaheed+Rd%2C+Rajan+Pur
Ali Imran Hospital,Rawalakot,0,"Ali Imran Hospital, Cmh Rd, Pothi Balla, Poonch, Poonch, Rawalakot",1,058244 42782,30.747539,73.33966,https://www.google.com/maps/search/?api=1&query=Ali+Imran+Hospital%2C+Cmh+Rd%2C+Pothi+Balla%2C+Poonch%2C+Poonch%2C+Rawalakot
United Hospital,Rawalakot,0,"United Hospital, Near Cmh Rawalakot, Bypass Road, Rawalakot",1,5824442345,33.8572284,73.7605747,https://www.google.com/maps/search/?api=1&query=United+Hospital%2C+Near+Cmh+Rawalakot%2C+Bypass+Road%2C+Rawalakot
Poonch Medical Centre,Rawalakot,0,"Poonch Medical Centre, Naala Bazar Al-Noor Market Near Cmh, Naala Bazar, Rawalakot",-,5824442385,33.8572284,73.7605747,https://www.google.com/maps/search/?api=1&query=Poonch+Medical+Centre%2C+Naala+Bazar+Al-Noor+Market+Near+Cmh%2C+Naala+Bazar%2C+Rawalakot
Ali Firdous Clinic,Rawalakot,0,"Ali Firdous Clinic, Supply Bazar, Azad Jammu And Kashmir, Azad Jammu And Kashmir, Rawalakot",-,3350921719,33.928212,75.113813,https://www.google.com/maps/search/?api=1&query=Ali+Firdous+Clinic%2C+Supply+Bazar%2C+Azad+Jammu+And+Kashmir%2C+Azad+Jammu+And+Kashmir%2C+Rawalakot
Dar Ul Shifa Hospital,Rawalakot,0,"Dar Ul Shifa Hospital, Bypass Road Rawalakot, 0, Rawalakot",1,3310445449,34.1754666,72.0236341,https://www.google.com/maps/search/?api=1&query=Dar+Ul+Shifa+Hospital%2C+Bypass+Road+Rawalakot%2C+0%2C+Rawalakot
Aamna Hospital,Rawalakot,0,"Aamna Hospital, Housing Scheme Bank Road Rawalkot, 0, Rawalakot",-,0333 5714730,34.1962533,72.0407565,https://www.google.com/maps/search/?api=1&query=Aamna+Hospital%2C+Housing+Scheme+Bank+Road+Rawalkot%2C+0%2C+Rawalakot
Nutrition For Life Hospital,Rawalpindi,Opposite Police Station Defence A On Ghazi Road,"Nutrition For Life Hospital, Sadiqabad Rd, Block A, Satellite Town, (Opposite Police Station Defence A On Ghazi Road), Rawalpindi",1,3068950324,33.634262,73.075187,https://www.google.com/maps/search/?api=1&query=Nutrition+For+Life+Hospital%2C+Sadiqabad+Rd%2C+Block+A%2C+Satellite+Town%2C+%28Opposite+Police+Station+Defence+A+On+Ghazi+Road%29%2C+Rawalpindi
Amanant Eye Hospital,Rawalpindi,Civil Lines,"Amanant Eye Hospital, 10-D Mayo Road, Civil Lines, Rawalpindi",-,051 8439993,33.592841,73.065281,https://www.google.com/maps/search/?api=1&query=Amanant+Eye+Hospital%2C+10-D+Mayo+Road%2C+Civil+Lines%2C+Rawalpindi
Amanat Eye Hospital,Rawalpindi,Civil Lines,"Amanat Eye Hospital, 10-D Mayo Road, Civil Lines, Rawalpindi",1,3000545879,33.592841,73.065281,https://www.google.com/maps/search/?api=1&query=Amanat+Eye+Hospital%2C+10-D+Mayo+Road%2C+Civil+Lines%2C+Rawalpindi
Asia General Hospital( Kidney Centre),Rawalpindi,Civil Lines,"Asia General Hospital( Kidney Centre), 1-Hill Park Opposite To Ayub Park Jhelum Road Rawalpindi, , Civil Lines, Rawalpindi",-,515450742,33.592242,73.075446,https://www.google.com/maps/search/?api=1&query=Asia+General+Hospital%28+Kidney+Centre%29%2C+1-Hill+Park+Opposite+To+Ayub+Park+Jhelum+Road+Rawalpindi%2C+%2C+Civil+Lines%2C+Rawalpindi
Farooq Clinic,Rawalpindi,Civil Lines,"Farooq Clinic, Local St, Saddar,, , Civil Lines, Rawalpindi",1,(051) 5582000,33.593286,73.066222,https://www.google.com/maps/search/?api=1&query=Farooq+Clinic%2C+Local+St%2C+Saddar%2C%2C+%2C+Civil+Lines%2C+Rawalpindi
Hope Well Medical Centre,Rawalpindi,Bahria Town Phase 8 Rawalpindi,"Hope Well Medical Centre, Hash Mart Near Bank Alfalah Bahria Express-Way Near District Commercial Phase 8 Bahria Town, . Bahria Town Phase 8 Rawalpindi, Rawalpindi",4,3088779431,33.5502173,73.1239422,https://www.google.com/maps/search/?api=1&query=Hope+Well+Medical+Centre%2C+Hash+Mart+Near+Bank+Alfalah+Bahria+Express-Way+Near+District+Commercial+Phase+8+Bahria+Town%2C+.+Bahria+Town+Phase+8+Rawalpindi%2C+Rawalpindi
Tatheer Zahra Clinic,Rawalpindi,Bahria Town Phase 8 Rawalpindi,"Tatheer Zahra Clinic, Street 17A, Overseas Sector 3, . Bahria Town Phase 8 Rawalpindi, Rawalpindi",-,3335124153,33.583722,73.102237,https://www.google.com/maps/search/?api=1&query=Tatheer+Zahra+Clinic%2C+Street+17A%2C+Overseas+Sector+3%2C+.+Bahria+Town+Phase+8+Rawalpindi%2C+Rawalpindi
B3 Healthcare Clinic,Rawalpindi,Bahria Town Phase 8 Rawalpindi,"B3 Healthcare Clinic, Linear Commercial Park, Plaza No 80, Phase 8 Sector E Bahria Town,, . Bahria Town Phase 8 Rawalpindi, Rawalpindi",1,3033910000,,,https://www.google.com/maps/search/?api=1&query=B3+Healthcare+Clinic%2C+Linear+Commercial+Park%2C+Plaza+No+80%2C+Phase+8+Sector+E+Bahria+Town%2C%2C+.+Bahria+Town+Phase+8+Rawalpindi%2C+Rawalpindi
Shaheen Health Plus Hospital,Rawalpindi,,"Shaheen Health Plus Hospital, In Basement Of Mega Medical Complex, 0, Rawalpindi",3,3214353686,,,https://www.google.com/maps/search/?api=1&query=Shaheen+Health+Plus+Hospital%2C+In+Basement+Of+Mega+Medical+Complex%2C+0%2C+Rawalpindi
Bhutto Medical Complex Hospital,Rawalpindi,,"Bhutto Medical Complex Hospital, Dhoke Sayeda Road, 0, Rawalpindi",1,042-32591432,33.596245,73.055703,https://www.google.com/maps/search/?api=1&query=Bhutto+Medical+Complex+Hospital%2C+Dhoke+Sayeda+Road%2C+0%2C+Rawalpindi
Dr. Shafi Family Care And Wellness Center,Rawalpindi,,"Dr. Shafi Family Care And Wellness Center, Plaza 226, Bahria Springs North Phase 7, Bahria Town, 0, Rawalpindi",1,3358033278,33.592242,73.075446,https://www.google.com/maps/search/?api=1&query=Dr.+Shafi+Family+Care+And+Wellness+Center%2C+Plaza+226%2C+Bahria+Springs+North+Phase+7%2C+Bahria+Town%2C+0%2C+Rawalpindi
Sakhar Medical Complex Hospital,Rawalpindi,,"Sakhar Medical Complex Hospital, Farooq-E-Azam Road, Near Haroon Chowk, 0, Rawalpindi",1,0,33.646408,73.090462,https://www.google.com/maps/search/?api=1&query=Sakhar+Medical+Complex+Hospital%2C+Farooq-E-Azam+Road%2C+Near+Haroon+Chowk%2C+0%2C+Rawalpindi
Al-Ihsan Hospital,Rawalpindi,142 Murree Rd,"Al-Ihsan Hospital, Near Mureer Chowk, 142 Murree Rd, Rawalpindi",3,(051) 5130183,33.611375,73.065245,https://www.google.com/maps/search/?api=1&query=Al-Ihsan+Hospital%2C+Near+Mureer+Chowk%2C+142+Murree+Rd%2C+Rawalpindi
Nelson Medical Complex Hospital,Rawalpindi,Abid Majeed Road,"Nelson Medical Complex Hospital, Abid Majeed Road, Opposite Mh Gate No.6, Abid Majeed Road, Rawalpindi",9,(051) 5584997,33.595734,73.041514,https://www.google.com/maps/search/?api=1&query=Nelson+Medical+Complex+Hospital%2C+Abid+Majeed+Road%2C+Opposite+Mh+Gate+No.6%2C+Abid+Majeed+Road%2C+Rawalpindi
Ayesha Dental Clinic Under Nelson Medical Complex,Rawalpindi,Abid Majeed Road,"Ayesha Dental Clinic Under Nelson Medical Complex, Opposite Mh Gate 6, Abid Majeed Road, Rawalpindi",1,515584997,33.595734,73.041514,https://www.google.com/maps/search/?api=1&query=Ayesha+Dental+Clinic+Under+Nelson+Medical+Complex%2C+Opposite+Mh+Gate+6%2C+Abid+Majeed+Road%2C+Rawalpindi
Islamabad Therapy Centre,Rawalpindi,Adiala Tower,"Islamabad Therapy Centre, First Floor, Adiala Road, Adiala Tower,, Rawalpindi",-,3030382652,33.54839442,73.0554129,https://www.google.com/maps/search/?api=1&query=Islamabad+Therapy+Centre%2C+First+Floor%2C+Adiala+Road%2C+Adiala+Tower%2C%2C+Rawalpindi
Smile Up Dental Clinc Hospital,Rawalpindi,Adyala Road,"Smile Up Dental Clinc Hospital, Near Habib Bank, Adyala Road, Rawalpindi",1,3465069862,33.638067,73.0675946,https://www.google.com/maps/search/?api=1&query=Smile+Up+Dental+Clinc+Hospital%2C+Near+Habib+Bank%2C+Adyala+Road%2C+Rawalpindi
Nissa Hospital,Rawalpindi,Adyala Road,"Nissa Hospital, Mubarak Lane, Adyala Road, Rawalpindi",1,3315183973,33.59272,73.058305,https://www.google.com/maps/search/?api=1&query=Nissa+Hospital%2C+Mubarak+Lane%2C+Adyala+Road%2C+Rawalpindi
Sharif Dental Clinic,Rawalpindi,Adyala Road,"Sharif Dental Clinic, Jarahi Stop, Adyala Road, Rawalpindi",-,3345431647,33.595685,73.051474,https://www.google.com/maps/search/?api=1&query=Sharif+Dental+Clinic%2C+Jarahi+Stop%2C+Adyala+Road%2C+Rawalpindi
Islamabad Therapy Center,Rawalpindi,Adyala Road,"Islamabad Therapy Center, Adyala Towers, First Floor, Near Shell Pump,, Adyala Road, Rawalpindi",-,4232591427,33.592242,73.075446,https://www.google.com/maps/search/?api=1&query=Islamabad+Therapy+Center%2C+Adyala+Towers%2C+First+Floor%2C+Near+Shell+Pump%2C%2C+Adyala+Road%2C+Rawalpindi
Huda Medical Center,Rawalpindi,Adyala Road,"Huda Medical Center, Dhoke Imam Din Adyala Road, Adyala Road, Rawalpindi",1,3035533964,,,https://www.google.com/maps/search/?api=1&query=Huda+Medical+Center%2C+Dhoke+Imam+Din+Adyala+Road%2C+Adyala+Road%2C+Rawalpindi
Kalsoom Medical Center,Rawalpindi,Adyala Road,"Kalsoom Medical Center, Adyala Rd Opposite Gate 2 Of Gulshan Abad, Adyala Road, Rawalpindi",-,0,33.59272,73.058305,https://www.google.com/maps/search/?api=1&query=Kalsoom+Medical+Center%2C+Adyala+Rd+Opposite+Gate+2+Of+Gulshan+Abad%2C+Adyala+Road%2C+Rawalpindi
Mental Health Care Center,Rawalpindi,Adyala Road,"Mental Health Care Center, Lane No 4, Jarahi Stop Adyala Road, Adyala Road, Rawalpindi",1,3325819612,,,https://www.google.com/maps/search/?api=1&query=Mental+Health+Care+Center%2C+Lane+No+4%2C+Jarahi+Stop+Adyala+Road%2C+Adyala+Road%2C+Rawalpindi
Occupational & Special Education Services Hospital,Rawalpindi,Adyala Road,"Occupational & Special Education Services Hospital, Amin Arcade, Opposite Stylo Shoes, Khwaja Cooperation Chowk, Near Mani Cng, Adyala Road, Rawalpindi",-,03185113845 / 03055314407,33.59272,73.058305,https://www.google.com/maps/search/?api=1&query=Occupational+%26+Special+Education+Services+Hospital%2C+Amin+Arcade%2C+Opposite+Stylo+Shoes%2C+Khwaja+Cooperation+Chowk%2C+Near+Mani+Cng%2C+Adyala+Road%2C+Rawalpindi
Makhdoom Eye Care Clinic & Optics,Rawalpindi,Afshan Colony,"Makhdoom Eye Care Clinic & Optics, Usman Street, Afshan Colony, Rawalpindi",1,3315817584,33.55157853,73.08294415,https://www.google.com/maps/search/?api=1&query=Makhdoom+Eye+Care+Clinic+%26+Optics%2C+Usman+Street%2C+Afshan+Colony%2C+Rawalpindi
Maryam Memorial Hospital,Rawalpindi,Afzal Town,"Maryam Memorial Hospital, House No 33,Street No 128, G13/4,Main Double Road, Afzal Town, Rawalpindi",3,515464680,,,https://www.google.com/maps/search/?api=1&query=Maryam+Memorial+Hospital%2C+House+No+33%2CStreet+No+128%2C+G13%2F4%2CMain+Double+Road%2C+Afzal+Town%2C+Rawalpindi
Temar Diagnostic Centre,Rawalpindi,Ahmed Medical Centre,"Temar Diagnostic Centre, Under Ahmad Medical Centre Rawalpindi Institute Of Cardiology, Ahmed Medical Centre, Rawalpindi",1,3111222398,24.9139304,67.067063,https://www.google.com/maps/search/?api=1&query=Temar+Diagnostic+Centre%2C+Under+Ahmad+Medical+Centre+Rawalpindi+Institute+Of+Cardiology%2C+Ahmed+Medical+Centre%2C+Rawalpindi
Al Mehfooz Medical Centre And Maternity Home,Rawalpindi,Airport Housing Society,"Al Mehfooz Medical Centre And Maternity Home, Plot33 Street 23 Sec1, Airport Housing Society, Rawalpindi",3,0334 5400187,33.5941022,73.1307386,https://www.google.com/maps/search/?api=1&query=Al+Mehfooz+Medical+Centre+And+Maternity+Home%2C+Plot33+Street+23+Sec1%2C+Airport+Housing+Society%2C+Rawalpindi
Dr Atta Khan Hospital And Pharmacy,Rawalpindi,Airport Housing Society,"Dr Atta Khan Hospital And Pharmacy, 475 Sector 1 Airport Housing Society, Airport Housing Society, Rawalpindi",2,515709951,33.5941022,73.1307386,https://www.google.com/maps/search/?api=1&query=Dr+Atta+Khan+Hospital+And+Pharmacy%2C+475+Sector+1+Airport+Housing+Society%2C+Airport+Housing+Society%2C+Rawalpindi
Family Clinicc,Rawalpindi,Airport Housing Society,"Family Clinicc, Sector 4 Airport Housing Society, Airport Housing Society, Rawalpindi",1,3005142740,33.5941022,73.1307386,https://www.google.com/maps/search/?api=1&query=Family+Clinicc%2C+Sector+4+Airport+Housing+Society%2C+Airport+Housing+Society%2C+Rawalpindi
Neurosurgeon Hospital,Rawalpindi,Airport Housing Society,"Neurosurgeon Hospital, 337, Sector 1, Airport Housing Society,, Airport Housing Society, Rawalpindi",-,3457900764,33.592695,73.129172,https://www.google.com/maps/search/?api=1&query=Neurosurgeon+Hospital%2C+337%2C+Sector+1%2C+Airport+Housing+Society%2C%2C+Airport+Housing+Society%2C+Rawalpindi
Aneesa Gynae Clinic,Rawalpindi,Airport Housing Society,"Aneesa Gynae Clinic, H No 588 Jinnah Road Airport Housing Society Sector 4, Airport Housing Society, Rawalpindi",1,042-32591432,33.901205,73.388837,https://www.google.com/maps/search/?api=1&query=Aneesa+Gynae+Clinic%2C+H+No+588+Jinnah+Road+Airport+Housing+Society+Sector+4%2C+Airport+Housing+Society%2C+Rawalpindi
Nisar Homeo Clinic,Rawalpindi,Al Noor Town,"Nisar Homeo Clinic, Street 3, Sector 2, Al Noor Colony, Al Noor Town, Rawalpindi",1,3008340923,33.56624621,73.11306356,https://www.google.com/maps/search/?api=1&query=Nisar+Homeo+Clinic%2C+Street+3%2C+Sector+2%2C+Al+Noor+Colony%2C+Al+Noor+Town%2C+Rawalpindi
The Citi Lab Adyala Road Hospital,Rawalpindi,Ali Town Munawar Colony,"The Citi Lab Adyala Road Hospital, Adyala Rd,, Ali Town Munawar Colony, Rawalpindi",-,515180490,31.72965,73.01209,https://www.google.com/maps/search/?api=1&query=The+Citi+Lab+Adyala+Road+Hospital%2C+Adyala+Rd%2C%2C+Ali+Town+Munawar+Colony%2C+Rawalpindi
Ahsan Medical Centre,Rawalpindi,Allama Iqbal Colony,"Ahsan Medical Centre, Near Street No 13, Allama Iqbal Colony, Rawalpindi",-,92515566117,33.56281829,73.10929809,https://www.google.com/maps/search/?api=1&query=Ahsan+Medical+Centre%2C+Near+Street+No+13%2C+Allama+Iqbal+Colony%2C+Rawalpindi
Hashmi Homeo Clinic,Rawalpindi,Alnoor,"Hashmi Homeo Clinic, House No 455 Street No 4 Sector 2, Alnoor, Rawalpindi",1,3115540174,33.592242,73.075446,https://www.google.com/maps/search/?api=1&query=Hashmi+Homeo+Clinic%2C+House+No+455+Street+No+4+Sector+2%2C+Alnoor%2C+Rawalpindi
Leprosy Hospital Rawalpindi,Rawalpindi,Amirpura Mohalla,"Leprosy Hospital Rawalpindi, Zafar Ul Haq Road, Amirpura Mohalla, Rawalpindi",1,(051) 5598547,33.617431,73.072898,https://www.google.com/maps/search/?api=1&query=Leprosy+Hospital+Rawalpindi%2C+Zafar+Ul+Haq+Road%2C+Amirpura+Mohalla%2C+Rawalpindi
Hayat Wali Medical Center (Rawalpindi),Rawalpindi,Asghar Mall Rd,"Hayat Wali Medical Center (Rawalpindi), J3G8+X6V, Kartar Pura, Asghar Mall Rd, Rawalpindi",5,042-32591427,33.629003,73.058524,https://www.google.com/maps/search/?api=1&query=Hayat+Wali+Medical+Center+%28Rawalpindi%29%2C+J3G8%2BX6V%2C+Kartar+Pura%2C+Asghar+Mall+Rd%2C+Rawalpindi
Hyat Wali Medical Center,Rawalpindi,Asghar Mall Rd,"Hyat Wali Medical Center, Asghar Mall Rd Kartar Pura, Asghar Mall Rd, Rawalpindi",2,3315050267,33.6201,73.0511,https://www.google.com/maps/search/?api=1&query=Hyat+Wali+Medical+Center%2C+Asghar+Mall+Rd+Kartar+Pura%2C+Asghar+Mall+Rd%2C+Rawalpindi
Pine Healthcare Clinic,Rawalpindi,Asghar Mall Rd,"Pine Healthcare Clinic, Asghar Mall Rd, Asghar Mall Scheme, Asghar Mall Rd, Rawalpindi",-,(051) 8895233,33.622073,73.051932,https://www.google.com/maps/search/?api=1&query=Pine+Healthcare+Clinic%2C+Asghar+Mall+Rd%2C+Asghar+Mall+Scheme%2C+Asghar+Mall+Rd%2C+Rawalpindi
Iqbal Clinic,Rawalpindi,Asghar Mall Road,"Iqbal Clinic, Asghar Mall Road, Eid Ghah,, Asghar Mall Road,, Rawalpindi",1,3009541437,33.622073,73.051932,https://www.google.com/maps/search/?api=1&query=Iqbal+Clinic%2C+Asghar+Mall+Road%2C+Eid+Ghah%2C%2C+Asghar+Mall+Road%2C%2C+Rawalpindi
Agha Khan Lab Collection Point Hospital,Rawalpindi,Asghar Mall Scheme,"Agha Khan Lab Collection Point Hospital, Chandani Chowk,Murre Road, Asghar Mall Scheme, Rawalpindi",-,(051) 4456431,33.613115,73.064923,https://www.google.com/maps/search/?api=1&query=Agha+Khan+Lab+Collection+Point+Hospital%2C+Chandani+Chowk%2CMurre+Road%2C+Asghar+Mall+Scheme%2C+Rawalpindi
Saira Nazeer Clinic,Rawalpindi,Askari 10,"Saira Nazeer Clinic, Address: Shop No. 1, Meher Manzil, Old Airport Road, Jhanda Chichi Stop , Opposite Askari 10, Askari 10, Rawalpindi",1,3330505742,24.8743943,67.0296159,https://www.google.com/maps/search/?api=1&query=Saira+Nazeer+Clinic%2C+Address%3A+Shop+No.+1%2C+Meher+Manzil%2C+Old+Airport+Road%2C+Jhanda+Chichi+Stop+%2C+Opposite+Askari+10%2C+Askari+10%2C+Rawalpindi
The Homoeo Clinic,Rawalpindi,Awan Colony,"The Homoeo Clinic, Awan Colony. Dhoke Kala Khan, Awan Colony, Rawalpindi",-,3215296252,24.930868,67.0719,https://www.google.com/maps/search/?api=1&query=The+Homoeo+Clinic%2C+Awan+Colony.+Dhoke+Kala+Khan%2C+Awan+Colony%2C+Rawalpindi
Dr Sarah Hamid Dental Associates Hospital,Rawalpindi,Bahira Town,"Dr Sarah Hamid Dental Associates Hospital, Plaza 21, Mini Extension 2, Bharia Phase 7, Near Save Mart, Bahira Town, Rawalpindi",1,3349143585,24.8328254,67.0716037,https://www.google.com/maps/search/?api=1&query=Dr+Sarah+Hamid+Dental+Associates+Hospital%2C+Plaza+21%2C+Mini+Extension+2%2C+Bharia+Phase+7%2C+Near+Save+Mart%2C+Bahira+Town%2C+Rawalpindi
Hassaan Dental Clinic - Bahria Enclave,Rawalpindi,Bahria,"Hassaan Dental Clinic - Bahria Enclave, Bahria Enclave, Bahria, Rawalpindi",1,3350600111,,,https://www.google.com/maps/search/?api=1&query=Hassaan+Dental+Clinic+-+Bahria+Enclave%2C+Bahria+Enclave%2C+Bahria%2C+Rawalpindi
Pain Clinic,Rawalpindi,Bahria,"Pain Clinic, Bahria Phase 8, Square Commercial, Bahria, Rawalpindi",1,3457210070,33.547698,73.131674,https://www.google.com/maps/search/?api=1&query=Pain+Clinic%2C+Bahria+Phase+8%2C+Square+Commercial%2C+Bahria%2C+Rawalpindi
Reliance Hospital,Rawalpindi,Bahria Town,"Reliance Hospital, Civic Centre Phase 4, Bahria Town, Rawalpindi",55,042-32591427,33.5503077,73.1256281,https://www.google.com/maps/search/?api=1&query=Reliance+Hospital%2C+Civic+Centre+Phase+4%2C+Bahria+Town%2C+Rawalpindi
Medicent Hospital,Rawalpindi,Bahria Town,"Medicent Hospital, 44 Marina Commercial Corniche Road Phase 4 Bahria Town, Bahria Town, Rawalpindi",10,042-32591427,33.592242,73.075446,https://www.google.com/maps/search/?api=1&query=Medicent+Hospital%2C+44+Marina+Commercial+Corniche+Road+Phase+4+Bahria+Town%2C+Bahria+Town%2C+Rawalpindi
The Health Professionals Medical And Rehabilitation Center,Rawalpindi,Bahria Town,"The Health Professionals Medical And Rehabilitation Center, Lg 9 Bahria Heights Ii, Ext Bahria Town Phase 6, Bahria Town, Rawalpindi",10,042-32591427,33.5502173,73.1239422,https://www.google.com/maps/search/?api=1&query=The+Health+Professionals+Medical+And+Rehabilitation+Center%2C+Lg+9+Bahria+Heights+Ii%2C+Ext+Bahria+Town+Phase+6%2C+Bahria+Town%2C+Rawalpindi
Reliance Asthetics Hospital,Rawalpindi,Bahria Town,"Reliance Asthetics Hospital, Civic Center Street 1 Civic Center, Bahria Town, Rawalpindi",4,042-32591427,33.5511245,73.1248297,https://www.google.com/maps/search/?api=1&query=Reliance+Asthetics+Hospital%2C+Civic+Center+Street+1+Civic+Center%2C+Bahria+Town%2C+Rawalpindi
Spring North Hospital,Rawalpindi,Bahria Town,"Spring North Hospital, G3Cq+P8 Intellectual Village Capital Territory, Bahria Town, Rawalpindi",2,042-32591427,33.52721365,73.09296933,https://www.google.com/maps/search/?api=1&query=Spring+North+Hospital%2C+G3Cq%2BP8+Intellectual+Village+Capital+Territory%2C+Bahria+Town%2C+Rawalpindi
Maryam Memorial Hospital Bahria Town,Rawalpindi,Bahria Town,"Maryam Memorial Hospital Bahria Town, Phase 4 Building No 175 Block D St Civic Center, Bahria Town, Rawalpindi",10,515733858,31.465921,73.187357,https://www.google.com/maps/search/?api=1&query=Maryam+Memorial+Hospital+Bahria+Town%2C+Phase+4+Building+No+175+Block+D+St+Civic+Center%2C+Bahria+Town%2C+Rawalpindi
Medicsi 3 Hospital,Rawalpindi,Bahria Town,"Medicsi 3 Hospital, Civic Center, South-West Boulevard, Bahria Town, Rawalpindi",5,512724198,33.551807,73.132286,https://www.google.com/maps/search/?api=1&query=Medicsi+3+Hospital%2C+Civic+Center%2C+South-West+Boulevard%2C+Bahria+Town%2C+Rawalpindi
Begum Akhtar Rukhsana Memorial Welfare Trust Hospital (Bahria International Hospital),Rawalpindi,Bahria Town,"Begum Akhtar Rukhsana Memorial Welfare Trust Hospital (Bahria International Hospital), Abu-Bakar Avenue, Phase 8 Safari Valley Commercial Block, Bahria Town, Rawalpindi",6,(051) 5705790,33.493072,73.097751,https://www.google.com/maps/search/?api=1&query=Begum+Akhtar+Rukhsana+Memorial+Welfare+Trust+Hospital+%28Bahria+International+Hospital%29%2C+Abu-Bakar+Avenue%2C+Phase+8+Safari+Valley+Commercial+Block%2C+Bahria+Town%2C+Rawalpindi
Hassaan Dental Clinic,Rawalpindi,Bahria Town,"Hassaan Dental Clinic, Shop 14,Linera Commercial Building,Safari Valley,Phase Viii, Bahria Town, Rawalpindi",1,0335 0600111,33.601152,73.016094,https://www.google.com/maps/search/?api=1&query=Hassaan+Dental+Clinic%2C+Shop+14%2CLinera+Commercial+Building%2CSafari+Valley%2CPhase+Viii%2C+Bahria+Town%2C+Rawalpindi
