HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT,Lat,Long,Google Map Link
Al Rehman Medicure Clinic,Multan,,"Al Rehman Medicure Clinic, Hasnabad Gate No 1, 0, Multan",1,042-32591432,30.198473,71.468461,https://www.google.com/maps/search/?api=1&query=Al+Rehman+Medicure+Clinic%2C+Hasnabad+Gate+No+1%2C+0%2C+Multan
The Physio Clinic,Multan,Adali Colony,"The Physio Clinic, Khan Centre, Abdali Rd, Adali Colony, Multan",1,(061) 4548888,30.19236334,71.44794479,https://www.google.com/maps/search/?api=1&query=The+Physio+Clinic%2C+Khan+Centre%2C+Abdali+Rd%2C+Adali+Colony%2C+Multan
National Diagnostic Center,Multan,Ahsan Colony,"National Diagnostic Center, Suraj Miani Road, Ahsan Colony, Multan",3,(061) 4506047,30.21262034,71.44685332,https://www.google.com/maps/search/?api=1&query=National+Diagnostic+Center%2C+Suraj+Miani+Road%2C+Ahsan+Colony%2C+Multan
Munshi Clinic,Multan,Ahsan Colony,"Munshi Clinic, Ghaus Ul Azam Road, Ahsan Colony, Multan",1,(061) 4545983,30.198473,71.468461,https://www.google.com/maps/search/?api=1&query=Munshi+Clinic%2C+Ghaus+Ul+Azam+Road%2C+Ahsan+Colony%2C+Multan
Dental Expressions Hospital,Multan,Ahsan Colony Gillani Colony,"Dental Expressions Hospital, Multi Care Complex, District Jail Road,, Ahsan Colony Gillani Colony, Multan",1,0322 6330099,31.5359423,74.3398596,https://www.google.com/maps/search/?api=1&query=Dental+Expressions+Hospital%2C+Multi+Care+Complex%2C+District+Jail+Road%2C%2C+Ahsan+Colony+Gillani+Colony%2C+Multan
Multan Ultrasound And Mammography Service Hospital,Multan,Ahsan Colony Gillani Colony,"Multan Ultrasound And Mammography Service Hospital, Jail Rd, Ahsan Colony Gillani Colony, Ahsan Colony Gillani Colony, Multan",-,614572601,24.896028,67.056846,https://www.google.com/maps/search/?api=1&query=Multan+Ultrasound+And+Mammography+Service+Hospital%2C+Jail+Rd%2C+Ahsan+Colony+Gillani+Colony%2C+Ahsan+Colony+Gillani+Colony%2C+Multan
Rehman Surgicare Hospital,Multan,Airport Road,"Rehman Surgicare Hospital, New Airpot Road, Jamilabad Multan, Airport Road, Multan",-,3111222398,30.2041065,71.4240405,https://www.google.com/maps/search/?api=1&query=Rehman+Surgicare+Hospital%2C+New+Airpot+Road%2C+Jamilabad+Multan%2C+Airport+Road%2C+Multan
Shahab Homoeopathic Clinic,Multan,Airport Road,"Shahab Homoeopathic Clinic, Airport Rd Haji Pura, Airport Road, Multan",1,3409445387,30.19949291,71.42611836,https://www.google.com/maps/search/?api=1&query=Shahab+Homoeopathic+Clinic%2C+Airport+Rd+Haji+Pura%2C+Airport+Road%2C+Multan
Doctor Abdul Rehman Clinic,Multan,Al Raheem Colony,"Doctor Abdul Rehman Clinic, Unnamed Road, Al Raheem Colony, Multan",-,3000730444,30.187712,71.427255,https://www.google.com/maps/search/?api=1&query=Doctor+Abdul+Rehman+Clinic%2C+Unnamed+Road%2C+Al+Raheem+Colony%2C+Multan
Khan Medical City Hospital,Multan,Al Rahim Colony,"Khan Medical City Hospital, Nishtar Road Oppo. Govt Muslim High School, Al Rahim Colony, Multan",1,3006305767,25.41487,68.36894,https://www.google.com/maps/search/?api=1&query=Khan+Medical+City+Hospital%2C+Nishtar+Road+Oppo.+Govt+Muslim+High+School%2C+Al+Rahim+Colony%2C+Multan
Al Khaliq Hospital,Multan,Al Rahim Colony,"Al Khaliq Hospital, Nishtar Road Oppo. Rehman Medical Complex, Al Rahim Colony, Multan",14,3358782386,30.2024,71.4498,https://www.google.com/maps/search/?api=1&query=Al+Khaliq+Hospital%2C+Nishtar+Road+Oppo.+Rehman+Medical+Complex%2C+Al+Rahim+Colony%2C+Multan
Meer Wasiq Buzdar Clinic,Multan,Al Rahim Colony,"Meer Wasiq Buzdar Clinic, Nishtar Road, Al Rahim Colony, Multan",3,3111222398,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Meer+Wasiq+Buzdar+Clinic%2C+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan
Haleema Hospital Complex,Multan,Al Rahim Colony,"Haleema Hospital Complex, Nishtar Road, Al Rahim Colony, Multan",5,0302 8637774,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Haleema+Hospital+Complex%2C+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan
Chest Care Clinic,Multan,Al Rahim Colony,"Chest Care Clinic, Nishtar Road, Dost Plaza, Clinic No. 54, Al Rahim Colony, Multan",2,0315 2272222,25.41487,68.36894,https://www.google.com/maps/search/?api=1&query=Chest+Care+Clinic%2C+Nishtar+Road%2C+Dost+Plaza%2C+Clinic+No.+54%2C+Al+Rahim+Colony%2C+Multan
Skin And Laser Clinic,Multan,Al Rahim Colony,"Skin And Laser Clinic, Dost Plaza, Al Rahim Colony, Multan",-,061 4582894,25.41487,68.36894,https://www.google.com/maps/search/?api=1&query=Skin+And+Laser+Clinic%2C+Dost+Plaza%2C+Al+Rahim+Colony%2C+Multan
Hussain Hospital,Multan,Al Rahim Colony,"Hussain Hospital, Nishtar Road Near Omer Hospital, Al Rahim Colony, Multan",2,3336057214,30.187665,71.44628,https://www.google.com/maps/search/?api=1&query=Hussain+Hospital%2C+Nishtar+Road+Near+Omer+Hospital%2C+Al+Rahim+Colony%2C+Multan
Chugtai Lab Hospital,Multan,Al Rahim Colony,"Chugtai Lab Hospital, Dost Medical Complex Nishtar Road, Al Rahim Colony, Multan",-,3467698947,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Chugtai+Lab+Hospital%2C+Dost+Medical+Complex+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan
Ramzi Brain And Spine Center,Multan,Al Rahim Colony,"Ramzi Brain And Spine Center, Nishtar Rd, Al Rahim Colony, Multan",2,3216365330,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Ramzi+Brain+And+Spine+Center%2C+Nishtar+Rd%2C+Al+Rahim+Colony%2C+Multan
Haleema Hospital,Multan,Al Rahim Colony,"Haleema Hospital, Dost Medical Complex Nishtar Road, Al Rahim Colony, Multan",6,3346010831,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Haleema+Hospital%2C+Dost+Medical+Complex+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan
Diabetic Eye Centre,Multan,Al Rahim Colony,"Diabetic Eye Centre, Office No 50, 1St Floor, Dost Plaza, Nishtar Rd, Al Rahim Colony, Multan",1,3046757024,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Diabetic+Eye+Centre%2C+Office+No+50%2C+1St+Floor%2C+Dost+Plaza%2C+Nishtar+Rd%2C+Al+Rahim+Colony%2C+Multan
Dr Asaad Saleem Punjab Eye Care Clinic,Multan,Al Rahim Colony,"Dr Asaad Saleem Punjab Eye Care Clinic, Zainab Arcade, Ghauri Laboratory Plaza, Nishtar Road, Al Rahim Colony, Multan",2,3162896123,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Dr+Asaad+Saleem+Punjab+Eye+Care+Clinic%2C+Zainab+Arcade%2C+Ghauri+Laboratory+Plaza%2C+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan
Dr Amir Clinic,Multan,Al Rahim Colony,"Dr Amir Clinic, Nishtar Road, Al Rahim Colony, Multan",-,3008635330,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Dr+Amir+Clinic%2C+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan
Jinnah Hospital,Multan,Al Rahim Colony,"Jinnah Hospital, Nishtar Road, Al Rahim Colony, Multan",3,614581123,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Jinnah+Hospital%2C+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan
Al-Khaliq Hospital (Multan),Multan,Al Rahim Colony,"Al-Khaliq Hospital (Multan), Nishtar Road, Al Rahim Colony, Multan, Al Rahim Colony, Multan",3,3111222398,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Al-Khaliq+Hospital+%28Multan%29%2C+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan%2C+Al+Rahim+Colony%2C+Multan
Ali Physiotherapy Clinic,Multan,Al Rahim Colony,"Ali Physiotherapy Clinic, Zainab Plaza, Al Rahim Colony, Multan",1,3004022024,25.41487,68.36894,https://www.google.com/maps/search/?api=1&query=Ali+Physiotherapy+Clinic%2C+Zainab+Plaza%2C+Al+Rahim+Colony%2C+Multan
Zaha Aesthetics Hospital,Multan,Al Rahim Colony,"Zaha Aesthetics Hospital, Dost Plaza, Nishtar Rd, Al Rahim Colony, Multan",1,3020747554,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Zaha+Aesthetics+Hospital%2C+Dost+Plaza%2C+Nishtar+Rd%2C+Al+Rahim+Colony%2C+Multan
Amin Clinic,Multan,Al Rahim Colony,"Amin Clinic, Nishtar Road Oppo. Nishtar Park, Al Rahim Colony, Multan",-,3216815709,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Amin+Clinic%2C+Nishtar+Road+Oppo.+Nishtar+Park%2C+Al+Rahim+Colony%2C+Multan
Ghazi Lab Hospital,Multan,Al Rahim Colony,"Ghazi Lab Hospital, 4-2 Nishtar Rd, Al Rahim Colony, Multan",1,0311 1222398,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Ghazi+Lab+Hospital%2C+4-2+Nishtar+Rd%2C+Al+Rahim+Colony%2C+Multan
Hajra Brain And Spine Centre,Multan,Al Rahim Colony,"Hajra Brain And Spine Centre, Nishter Road, Al Rahim Colony, Multan",2,3008586799,30.202295,71.445373,https://www.google.com/maps/search/?api=1&query=Hajra+Brain+And+Spine+Centre%2C+Nishter+Road%2C+Al+Rahim+Colony%2C+Multan
Imran Altaf Clinic,Multan,Al Rahim Colony,"Imran Altaf Clinic, Nishtar Rd, Al Rahim Colony, Multan",-,4232591427,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Imran+Altaf+Clinic%2C+Nishtar+Rd%2C+Al+Rahim+Colony%2C+Multan
Prince Hotel Hospital,Multan,Al Rahim Colony,"Prince Hotel Hospital, Nishtar Road, Al-Rahim Colony, Multan",1,nill,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Prince+Hotel+Hospital%2C+Nishtar+Road%2C+Al-Rahim+Colony%2C+Multan
Uro Diagnostic Center,Multan,Al Rahim Colony,"Uro Diagnostic Center, Nishtar Road, Al Rahim Colony, Multan",-,nill,30.20346861,71.44576174,https://www.google.com/maps/search/?api=1&query=Uro+Diagnostic+Center%2C+Nishtar+Road%2C+Al+Rahim+Colony%2C+Multan
Faiz Hospital,Multan,Aliabad Mohallah,"Faiz Hospital, 5F5W+W7V Faiz Hospital, Gulashan-E-Faiz, Aliabad Mohallah, Multan",1,3154826800,30.159702,71.49559,https://www.google.com/maps/search/?api=1&query=Faiz+Hospital%2C+5F5W%2BW7V+Faiz+Hospital%2C+Gulashan-E-Faiz%2C+Aliabad+Mohallah%2C+Multan
Medicare Hospital,Multan,Altaf Town,"Medicare Hospital, 62 A Abdali Road, Altaf Town, Multan",15,614581702,24.9362911,67.046705,https://www.google.com/maps/search/?api=1&query=Medicare+Hospital%2C+62+A+Abdali+Road%2C+Altaf+Town%2C+Multan
Azeem Hospital,Multan,Altaf Town,"Azeem Hospital, Tariq Road Near Taj Mahal Marriage Club, Altaf Town, Multan",5,3337639290,30.195388,71.448866,https://www.google.com/maps/search/?api=1&query=Azeem+Hospital%2C+Tariq+Road+Near+Taj+Mahal+Marriage+Club%2C+Altaf+Town%2C+Multan
Azeem Hospital Multan,Multan,Altaf Town,"Azeem Hospital Multan, Altaf Town Tariq Road, Altaf Town, Multan",-,3007310060,30.194828,71.445072,https://www.google.com/maps/search/?api=1&query=Azeem+Hospital+Multan%2C+Altaf+Town+Tariq+Road%2C+Altaf+Town%2C+Multan
Sn Dental Care Hospital,Multan,Ashraf Colony,"Sn Dental Care Hospital, Masoom Shah Road Raheem Chowk, Opposite Careem Cabs Office, Ashraf Colony, Multan",3,042-32591427,30.193651,71.454575,https://www.google.com/maps/search/?api=1&query=Sn+Dental+Care+Hospital%2C+Masoom+Shah+Road+Raheem+Chowk%2C+Opposite+Careem+Cabs+Office%2C+Ashraf+Colony%2C+Multan
Dr. Azmat Rasool Hospital,Multan,Aslamabad Colony,"Dr. Azmat Rasool Hospital, House No 2648/6 M Muhalla Katehi Saray Masoom Shah Road, Aslamabad Colony, Multan",-,3006321326,30.198473,71.468461,https://www.google.com/maps/search/?api=1&query=Dr.+Azmat+Rasool+Hospital%2C+House+No+2648%2F6+M+Muhalla+Katehi+Saray+Masoom+Shah+Road%2C+Aslamabad+Colony%2C+Multan
Aziz Hospital,Multan,Aziz Hotel Chowk,"Aziz Hospital, Aziz Hotel Chowk, Railway Colony Jalilabad Colony, Aziz Hotel Chowk, Multan",-,(061) 4543786,30.183327,71.441109,https://www.google.com/maps/search/?api=1&query=Aziz+Hospital%2C+Aziz+Hotel+Chowk%2C+Railway+Colony+Jalilabad+Colony%2C+Aziz+Hotel+Chowk%2C+Multan
Physiofitness Hospital,Multan,B Block,"Physiofitness Hospital, Shah Rukne Alam Colony-299, B Block, Multan",1,4232591427,34.101392,74.632131,https://www.google.com/maps/search/?api=1&query=Physiofitness+Hospital%2C+Shah+Rukne+Alam+Colony-299%2C+B+Block%2C+Multan
Mind Power Counselling & Psycho Therapy Hospital,Multan,Bahadurr Purr,"Mind Power Counselling & Psycho Therapy Hospital, Bahadurr Purr Multan, Bahadurr Purr, Multan",1,3361416666,24.9439598,67.04619,https://www.google.com/maps/search/?api=1&query=Mind+Power+Counselling+%26+Psycho+Therapy+Hospital%2C+Bahadurr+Purr+Multan%2C+Bahadurr+Purr%2C+Multan
Family Dental Care Hospital,Multan,Basti Prarian,"Family Dental Care Hospital, Near Chungi No. 9, Bakkar Mandi Rd, Basti Prarian, Multan",1,3004463801,30.20357921,71.46945432,https://www.google.com/maps/search/?api=1&query=Family+Dental+Care+Hospital%2C+Near+Chungi+No.+9%2C+Bakkar+Mandi+Rd%2C+Basti+Prarian%2C+Multan
Paracha Hospital,Multan,Basti Prarian Multan,"Paracha Hospital, Tughlaq Rd, Basti Prarian, Multan, Punjab, Basti Prarian,Multan, Multan",1,0300 4541421,30.20386354,71.46650608,https://www.google.com/maps/search/?api=1&query=Paracha+Hospital%2C+Tughlaq+Rd%2C+Basti+Prarian%2C+Multan%2C+Punjab%2C+Basti+Prarian%2CMultan%2C+Multan
Ashraf Naseer Medical Centre,Multan,Block E Shah Rukn E Alam Housing Scheme Multan Punjab,"Ashraf Naseer Medical Centre, Metro Station? New Multan Rd Block E, Shah Rukh-E-Alam Colony, Near Jinnah Park? Block E Shah Rukn E Alam Housing Scheme, Multan, Punjab 60650, Block E Shah Rukn E Alam Housing Scheme, Multan, Punjab, Multan",4,(061) 4552215,30.198473,71.468461,https://www.google.com/maps/search/?api=1&query=Ashraf+Naseer+Medical+Centre%2C+Metro+Station%3F+New+Multan+Rd+Block+E%2C+Shah+Rukh-E-Alam+Colony%2C+Near+Jinnah+Park%3F+Block+E+Shah+Rukn+E+Alam+Housing+Scheme%2C+Multan%2C+Punjab+60650%2C+Block+E+Shah+Rukn+E+Alam+Housing+Scheme%2C+Multan%2C+Punjab%2C+Multan
Ansari Clinic,Multan,Block F Shah Rukn E Alam Housing Scheme,"Ansari Clinic, Shah Rukn E Alam Colony Block F Shah Rukn E Alam Housing Scheme, Block F Shah Rukn E Alam Housing Scheme, Multan",-,3111222398,30.198473,71.468461,https://www.google.com/maps/search/?api=1&query=Ansari+Clinic%2C+Shah+Rukn+E+Alam+Colony+Block+F+Shah+Rukn+E+Alam+Housing+Scheme%2C+Block+F+Shah+Rukn+E+Alam+Housing+Scheme%2C+Multan
Alii Clinic,Multan,Boasn Road,"Alii Clinic, E-19 Duch Villas Boasn Road Near Bzu, Boasn Road, Multan",1,3111222398,30.198473,71.468461,https://www.google.com/maps/search/?api=1&query=Alii+Clinic%2C+E-19+Duch+Villas+Boasn+Road+Near+Bzu%2C+Boasn+Road%2C+Multan
Ibne Sina Hospital,Multan,Bosan Rd,"Ibne Sina Hospital, Rohtak House Multan, Bosan Rd, Bosan Rd, Multan",4,0336 7600362,30.219998,71.476665,https://www.google.com/maps/search/?api=1&query=Ibne+Sina+Hospital%2C+Rohtak+House+Multan%2C+Bosan+Rd%2C+Bosan+Rd%2C+Multan
Child Care Clinic Multan,Multan,Bosan Rd,"Child Care Clinic Multan, Bosan Rd, Near Multan Marque, Opp. : Hamza Masjid, Sabzazar Nasheman Colony, Multan, Punjab, Bosan Rd, Multan",1,3008689722,30.219998,71.476665,https://www.google.com/maps/search/?api=1&query=Child+Care+Clinic+Multan%2C+Bosan+Rd%2C+Near+Multan+Marque%2C+Opp.+%3A+Hamza+Masjid%2C+Sabzazar+Nasheman+Colony%2C+Multan%2C+Punjab%2C+Bosan+Rd%2C+Multan
Jatoi Eye Care Hospital,Multan,Bosan Rd,"Jatoi Eye Care Hospital, Opposite Punjab Nursery Near Chase Up Store, Bosan Rd, Multan",1,3056598025,30.227132,71.478209,https://www.google.com/maps/search/?api=1&query=Jatoi+Eye+Care+Hospital%2C+Opposite+Punjab+Nursery+Near+Chase+Up+Store%2C+Bosan+Rd%2C+Multan
Noor Eye And Dental Hospital,Multan,Bosan Rd,"Noor Eye And Dental Hospital, Abadi Adda Bosan, Bosan Rd, Multan",1,3002387934,30.258459,71.490541,https://www.google.com/maps/search/?api=1&query=Noor+Eye+And+Dental+Hospital%2C+Abadi+Adda+Bosan%2C+Bosan+Rd%2C+Multan
Mux Clinics,Multan,Bosan Rd,"Mux Clinics, Near Faisal Real State Adjacent Bucch Villas Main Gate, Bosan Rd, Multan",1,042-32591432,30.22714121,71.47837808,https://www.google.com/maps/search/?api=1&query=Mux+Clinics%2C+Near+Faisal+Real+State+Adjacent+Bucch+Villas+Main+Gate%2C+Bosan+Rd%2C+Multan
Royal Neuro Rehabilitation Centre,Multan,Bosan Rd,"Royal Neuro Rehabilitation Centre, Officer Colony House #5 Opposite Mashallah Electronic Chase Up Bosan Road, Bosan Rd, Multan",1,3005264340,30.22714121,71.47837808,https://www.google.com/maps/search/?api=1&query=Royal+Neuro+Rehabilitation+Centre%2C+Officer+Colony+House+%235+Opposite+Mashallah+Electronic+Chase+Up+Bosan+Road%2C+Bosan+Rd%2C+Multan
The Doctors Clinic,Multan,Bosan Rd,"The Doctors Clinic, Opposite Butch Vilas, Bosan Road, Bosan Rd, Multan",1,3087581616,30.22714121,71.47837808,https://www.google.com/maps/search/?api=1&query=The+Doctors+Clinic%2C+Opposite+Butch+Vilas%2C+Bosan+Road%2C+Bosan+Rd%2C+Multan
Multan Clinics,Multan,Bosan Rd Sabzazar Colony,"Multan Clinics, Bosan Rd, Sabzazar Colony, Bosan Rd, Sabzazar Colony, Multan",4,0347 4008164,30.219998,71.476665,https://www.google.com/maps/search/?api=1&query=Multan+Clinics%2C+Bosan+Rd%2C+Sabzazar+Colony%2C+Bosan+Rd%2C+Sabzazar+Colony%2C+Multan
Buch International Hospital,Multan,Bosan Road,"Buch International Hospital, Buch Executive Villas, Bosan Road, Multan",8,0347 7244244,30.219998,71.476665,https://www.google.com/maps/search/?api=1&query=Buch+International+Hospital%2C+Buch+Executive+Villas%2C+Bosan+Road%2C+Multan
Doctor Clinic,Multan,Bosan Road,"Doctor Clinic, House # 82, Street # 4, Oppt. Main Mosque, Zakriya Town, Bosan Road, Multan",2,3006353580,25.019752,67.1356997,https://www.google.com/maps/search/?api=1&query=Doctor+Clinic%2C+House+%23+82%2C+Street+%23+4%2C+Oppt.+Main+Mosque%2C+Zakriya+Town%2C+Bosan+Road%2C+Multan
Mzk Aesthetic & Stem Cell Clinic,Multan,Bosan Road,"Mzk Aesthetic & Stem Cell Clinic, Ali St New Sabzazar Colony, Bosan Road, Multan",2,(061) 2030312,30.219998,71.476665,https://www.google.com/maps/search/?api=1&query=Mzk+Aesthetic+%26+Stem+Cell+Clinic%2C+Ali+St+New+Sabzazar+Colony%2C+Bosan+Road%2C+Multan
Usama Medicare Hospital,Multan,Bosan Road,"Usama Medicare Hospital, 6 No. Chungi, Bosan Road, Multan",-,3067496616,30.204324,71.522922,https://www.google.com/maps/search/?api=1&query=Usama+Medicare+Hospital%2C+6+No.+Chungi%2C+Bosan+Road%2C+Multan
"Nishan Rehab Center - Drug Addiction Treatment Services, Multan",Multan,Bosan Road,"Nishan Rehab Center - Drug Addiction Treatment Services, Multan, Gulshan-E-Mehr, Bosan Road, Multan",-,0300 2176393,30.227132,71.478209,https://www.google.com/maps/search/?api=1&query=Nishan+Rehab+Center+-+Drug+Addiction+Treatment+Services%2C+Multan%2C+Gulshan-E-Mehr%2C+Bosan+Road%2C+Multan
Detox & Rehab Mental Health Multan Hospital,Multan,Bosan Road,"Detox & Rehab Mental Health Multan Hospital, 86/ Gulshan-E-Mehr, Bosan Road, Multan",-,03332244634 / 03358295297,30.227132,71.478209,https://www.google.com/maps/search/?api=1&query=Detox+%26+Rehab+Mental+Health+Multan+Hospital%2C+86%2F+Gulshan-E-Mehr%2C+Bosan+Road%2C+Multan
National Pharmacy Clinic,Multan,Bosan Road,"National Pharmacy Clinic, Opposite Dha Gate Bosan Road, Bosan Road, Multan",1,3111222398,30.227132,71.478209,https://www.google.com/maps/search/?api=1&query=National+Pharmacy+Clinic%2C+Opposite+Dha+Gate+Bosan+Road%2C+Bosan+Road%2C+Multan
Oracare Dental Clinic,Multan,Bosan Road,"Oracare Dental Clinic, Main Zikriya Town, Near Street Number 23, Bosan Road, Bosan Road, Multan",1,9.23E+11,30.227132,71.478209,https://www.google.com/maps/search/?api=1&query=Oracare+Dental+Clinic%2C+Main+Zikriya+Town%2C+Near+Street+Number+23%2C+Bosan%C2%A0Road%2C+Bosan+Road%2C+Multan
Saleem Surgical Hospital,Multan,Bosan Road,"Saleem Surgical Hospital, Bosan Rd, Bahadurpur, Bosan Road, Multan",2,3361416666,30.343182,71.529177,https://www.google.com/maps/search/?api=1&query=Saleem+Surgical+Hospital%2C+Bosan+Rd%2C+Bahadurpur%2C+Bosan+Road%2C+Multan
Ycdo Executive Hospital Mother & Child Care,Multan,Bosan Road,"Ycdo Executive Hospital Mother & Child Care, Bosan Road Near City Hospital Multan, Bosan Road, Multan",-,3152827777,30.219998,71.476665,https://www.google.com/maps/search/?api=1&query=Ycdo+Executive+Hospital+Mother+%26+Child+Care%2C+Bosan+Road+Near+City+Hospital+Multan%2C+Bosan+Road%2C+Multan
Sughraan Wazeer Medical Complex Hospital,Multan,Boson Road,"Sughraan Wazeer Medical Complex Hospital, Sayydan Wala Bypass, Boson Road, Multan",2,3008976522,30.219998,71.476665,https://www.google.com/maps/search/?api=1&query=Sughraan+Wazeer+Medical+Complex+Hospital%2C+Sayydan+Wala+Bypass%2C+Boson+Road%2C+Multan
Buch Villa Clinic,Multan,Buch Villas Housing Society,"Buch Villa Clinic, Boson Road, Buch Villas Housing Society, Multan",1,(061)6522531,30.198473,71.468461,https://www.google.com/maps/search/?api=1&query=Buch+Villa+Clinic%2C+Boson+Road%2C+Buch+Villas+Housing+Society%2C+Multan
Shan Medical Centre,Multan,Budhla Sant,"Shan Medical Centre, Multan Road, Budhla Sant, Multan",-,042-32591427,30.197838,71.4719683,https://www.google.com/maps/search/?api=1&query=Shan+Medical+Centre%2C+Multan+Road%2C+Budhla+Sant%2C+Multan
Bakhtawar Bin Hospital,Multan,Bypass,"Bakhtawar Bin Hospital, Northern By Pass Dehr Chowk, Bypass, Multan",-,3111222398,30.19165,71.514074,https://www.google.com/maps/search/?api=1&query=Bakhtawar+Bin+Hospital%2C+Northern+By+Pass+Dehr+Chowk%2C+Bypass%2C+Multan
Bakhtawar Amin Hospital Multan,Multan,Bypass Road,"Bakhtawar Amin Hospital Multan, Northern Bypass, Near New Kuchehry, Bypass Road, Multan",3,3336011968,30.24779805,71.4409639,https://www.google.com/maps/search/?api=1&query=Bakhtawar+Amin+Hospital+Multan%2C+Northern+Bypass%2C+Near+New+Kuchehry%2C+Bypass+Road%2C+Multan
Bakht Sawai Memorial Clinic,Multan,Bypass Road,"Bakht Sawai Memorial Clinic, Lal Bagh Bypass Road Laal Bagh Shujabad, Bypass Road, Multan",-,3407013090,30.24779805,71.4409639,https://www.google.com/maps/search/?api=1&query=Bakht+Sawai+Memorial+Clinic%2C+Lal+Bagh+Bypass+Road+Laal+Bagh+Shujabad%2C+Bypass+Road%2C+Multan
Cmh Hospital,Multan,Cantt,"Cmh Hospital, Ghaus-Ul-Azam Road, Cantt, Multan",8,619201703,30.198473,71.468461,https://www.google.com/maps/search/?api=1&query=Cmh+Hospital%2C+Ghaus-Ul-Azam+Road%2C+Cantt%2C+Multan
Life Care Psychological Clinic,Multan,Central Jail Road,"Life Care Psychological Clinic, Indus Oil Mils, Central Jail Road, Central Jail Road, Multan",-,3088421980,30.15994,71.47814,https://www.google.com/maps/search/?api=1&query=Life+Care+Psychological+Clinic%2C+Indus+Oil+Mils%2C+Central+Jail+Road%2C+Central+Jail+Road%2C+Multan
Multan Medical Complex Hospital,Multan,Chah Mubarak Wala,"Multan Medical Complex Hospital, Ghaus Ul Azam Road, Chungi No.1, Chah Mubarak Wala, Multan",6,614513243,30.15994,71.47814,https://www.google.com/maps/search/?api=1&query=Multan+Medical+Complex+Hospital%2C+Ghaus+Ul+Azam+Road%2C+Chungi+No.1%2C+Chah+Mubarak+Wala%2C+Multan
City Hospital,Multan,Chah Usman Wala,"City Hospital, La Salle Rd, Peer Khursheed Colony Road, Near Virtual University, Chah Usman Wala, Chah Usman Wala, Multan",10,616510367,30.15994,71.47814,https://www.google.com/maps/search/?api=1&query=City+Hospital%2C+La+Salle+Rd%2C+Peer+Khursheed+Colony+Road%2C+Near+Virtual+University%2C+Chah+Usman+Wala%2C+Chah+Usman+Wala%2C+Multan
Fatima Speech Clinic,Multan,Chowk Kumhara,"Fatima Speech Clinic, Near Pakistan Kitab Ghar In Chishti Bookshop Street, Chowk Kumhara, Multan",1,3216304313,30.15994,71.47814,https://www.google.com/maps/search/?api=1&query=Fatima+Speech+Clinic%2C+Near+Pakistan+Kitab+Ghar+In+Chishti+Bookshop+Street%2C+Chowk+Kumhara%2C+Multan
Health First Physiotherapy Clinic,Multan,Chowk Munda,"Health First Physiotherapy Clinic, Rangpur Rd, Chowk Munda, Multan",1,3468165482,30.187712,71.427255,https://www.google.com/maps/search/?api=1&query=Health+First+Physiotherapy+Clinic%2C+Rangpur+Rd%2C+Chowk+Munda%2C+Multan
Fatima Clinic,Multan,Chungi 11,"Fatima Clinic, Ansar Colony, Chungi 11, Multan",-,3156574072,31.727923,72.981739,https://www.google.com/maps/search/?api=1&query=Fatima+Clinic%2C+Ansar+Colony%2C+Chungi+11%2C+Multan
Pakistan Specialist Clinic,Multan,Chungi No 1,"Pakistan Specialist Clinic, Chungi No 1, Chungi No 1, Multan",2,4232591427,33.74644095,73.18654723,https://www.google.com/maps/search/?api=1&query=Pakistan+Specialist+Clinic%2C+Chungi+No+1%2C+Chungi+No+1%2C+Multan
Weightless Slimming & Aesthetic Clinic,Multan,Chungi No 1,"Weightless Slimming & Aesthetic Clinic, Ghous E Azam Road, Chungi No. 1, Multan",1,3166101111,33.74644095,73.18654723,https://www.google.com/maps/search/?api=1&query=Weightless+Slimming+%26+Aesthetic+Clinic%2C+Ghous+E+Azam+Road%2C+Chungi+No.+1%2C+Multan
